StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
1350,17,1,0,0,12,4,0,2,0,0,0,0,2.8337600718448117,2.0
1351,18,0,0,4,11,17,0,0,0,0,1,0,1.0861513973549914,4.0
1352,15,0,0,1,10,3,0,4,0,0,0,0,2.874037360035303,2.0
1353,15,0,1,2,12,1,0,2,0,1,0,0,2.8956713046591838,2.0
1354,18,1,2,0,5,2,1,3,0,0,0,0,3.1813076022771107,1.0
1355,18,0,1,2,1,25,0,3,0,0,0,0,0.4712831088434319,4.0
1356,17,0,0,3,2,11,1,2,0,0,0,0,2.2113795279733512,3.0
1357,16,1,2,2,4,2,1,3,1,1,0,0,3.375252255246081,1.0
1358,18,1,1,1,10,3,0,4,0,1,0,0,3.203858190796927,1.0
1359,15,1,0,2,16,5,0,2,0,0,1,0,3.3501791105924874,1.0
1360,17,0,1,2,14,11,0,2,0,0,0,0,1.7257915297427142,4.0
1361,18,0,0,2,15,18,0,4,1,0,0,0,2.2166038146961022,3.0
1362,15,1,0,3,7,9,0,1,1,0,0,1,2.0046273170074884,3.0
1363,15,1,3,2,8,29,1,0,0,0,0,0,0.7157420455446748,4.0
1364,16,0,0,3,7,0,1,4,0,0,1,0,3.8806400848697424,0.0
1365,17,0,0,2,3,16,0,3,1,0,1,0,1.689528158418944,4.0
1366,17,1,2,1,1,15,0,4,1,1,0,1,1.7579788035014272,4.0
1367,16,1,2,1,11,8,0,0,0,0,0,0,2.136399546240388,3.0
1368,16,0,0,1,19,24,1,1,0,1,0,0,0.911568270646688,4.0
1369,17,1,0,3,3,20,1,1,0,0,0,0,1.1378011102056016,4.0
1370,17,0,0,2,0,8,1,3,1,0,0,1,2.34926492736688,3.0
1371,18,0,1,2,15,26,0,3,0,0,0,0,0.6237474365472879,4.0
1372,18,0,0,1,5,22,0,2,0,0,1,0,0.3410294459251265,4.0
1373,16,0,0,1,16,8,0,0,0,0,0,0,2.223813666751698,3.0
1374,18,1,3,2,14,11,0,3,0,0,0,1,2.328240384630152,3.0
1375,15,1,1,2,18,22,1,2,1,0,0,0,1.6230778220088506,4.0
1376,18,0,0,1,8,8,1,1,1,0,0,0,2.200896321528595,3.0
1377,18,0,1,2,13,14,0,4,0,1,0,0,2.5841106550638626,2.0
1378,15,0,1,0,9,1,0,1,1,0,0,0,2.9965033042477023,2.0
1379,16,0,0,1,12,10,0,3,0,0,1,0,2.373993481435845,3.0
1380,15,0,0,2,8,10,1,3,1,0,0,0,2.8304044557095467,2.0
1381,18,1,2,1,3,7,0,2,1,1,0,1,2.5251155338354896,2.0
1382,16,1,0,4,10,22,0,1,1,0,0,0,1.0429816505882752,4.0
1383,18,1,1,1,10,5,0,2,1,0,0,1,2.661096903670216,2.0
1384,15,1,0,1,16,20,0,3,0,0,0,0,1.599593887728051,4.0
1385,15,0,0,1,14,19,1,1,1,0,0,0,1.7994091491725042,4.0
1386,18,0,0,2,13,6,0,3,0,0,0,0,2.6576385566960075,2.0
1387,17,0,0,2,2,2,0,4,0,0,0,0,2.998484061883098,2.0
1388,17,0,0,2,14,7,0,4,0,0,1,0,2.977408432892682,2.0
1389,15,0,0,0,10,17,0,2,0,0,0,0,1.3751641369478076,4.0
1390,15,1,2,0,17,16,0,3,1,0,0,1,1.84886644019124,4.0
1391,17,0,3,2,18,10,0,4,0,0,0,0,2.442456200129272,3.0
1392,17,1,2,3,1,1,0,2,1,0,0,0,2.8560385143532114,2.0
1393,18,1,2,3,16,24,1,1,1,0,0,0,1.206150230255099,4.0
1394,18,1,0,0,0,20,0,1,1,1,0,0,0.8959029903990774,4.0
1395,17,1,3,2,7,26,0,1,0,0,0,0,0.2731909291583428,4.0
1396,18,0,0,3,10,23,0,3,0,0,1,0,0.66750896106505,4.0
1397,18,1,3,1,2,18,0,2,0,0,0,0,1.0894406041524294,4.0
1398,16,1,3,3,14,6,0,3,0,0,0,0,2.813211008121627,2.0
1399,18,1,2,1,0,17,1,3,1,0,0,1,1.8687585897071977,4.0
1400,15,0,3,3,3,7,0,3,1,1,0,0,3.0356935955108426,1.0
1401,18,0,1,2,11,13,0,3,0,0,0,1,2.13535680128746,3.0
1402,18,0,0,3,14,6,0,0,1,0,1,0,3.038116129209991,1.0
1403,17,1,0,2,18,27,0,3,0,1,0,0,0.9941294103867458,4.0
1404,15,1,1,1,14,20,0,2,0,0,0,0,1.2325571657328191,4.0
1405,18,0,0,3,13,27,0,2,0,1,0,0,0.8644037429995793,4.0
1406,18,1,1,1,7,26,0,0,0,0,0,0,0.1152318548488273,4.0
1407,16,0,3,1,0,3,0,4,1,0,0,0,2.934586305266487,2.0
1408,18,0,0,2,2,16,0,4,1,0,0,0,2.0469388171096283,3.0
1409,18,1,2,2,10,4,0,2,1,0,0,0,3.065473133634235,1.0
1410,16,1,3,3,13,11,0,2,0,1,0,0,2.437026300114272,3.0
1411,17,1,3,1,8,8,0,3,0,1,0,0,2.427614635957672,3.0
1412,18,1,3,2,14,25,0,1,0,0,0,0,0.7771509547591905,4.0
1413,16,0,1,2,10,19,1,1,1,1,1,0,1.879575445166732,4.0
1414,15,0,3,0,1,12,0,3,0,0,0,0,1.596574874404599,4.0
1415,17,0,2,1,3,24,0,1,0,1,0,0,0.7045952434646587,4.0
1416,15,0,0,1,16,27,0,2,1,1,0,0,0.7641866973896485,4.0
1417,15,0,0,1,14,17,1,2,1,0,0,0,1.503416679305313,4.0
1418,16,1,2,4,17,19,1,2,1,0,0,0,1.5258378621561266,4.0
1419,18,0,0,2,2,8,0,1,1,1,0,0,2.2708411075244164,3.0
1420,16,0,1,2,19,3,0,2,0,0,0,0,3.402352538644452,1.0
1421,16,0,1,4,4,20,1,2,0,1,0,0,1.4382049683676248,4.0
1422,16,1,0,1,0,26,0,2,0,0,1,0,0.3365712986081556,4.0
1423,16,1,1,3,19,7,0,3,0,0,0,0,3.1122811365205387,1.0
1424,17,1,2,2,5,0,1,4,0,0,1,0,3.770694721842285,0.0
1425,18,1,0,3,13,16,0,1,0,0,0,0,1.655613322522051,4.0
1426,15,0,0,1,3,24,0,3,1,0,0,1,1.0504696915596752,4.0
1427,15,0,0,3,11,8,1,1,0,0,1,0,2.5353912836886785,2.0
1428,18,1,0,1,18,19,0,2,0,0,0,1,1.3960904942452492,4.0
1429,15,1,3,1,6,12,0,2,1,1,0,0,2.025416982399455,3.0
1430,18,0,0,2,13,1,0,2,0,0,0,0,3.2683025478531924,1.0
1431,15,0,1,1,3,12,0,3,1,1,0,0,2.017218038843316,3.0
1432,16,1,0,2,12,8,0,2,1,0,0,0,2.3976825794915584,3.0
1433,15,1,0,2,6,29,0,2,1,0,0,0,0.2878673233291232,4.0
1434,18,1,2,2,4,19,0,3,0,1,1,0,1.5487102111350304,4.0
1435,18,1,2,1,6,5,1,1,1,0,0,0,2.905242112307261,2.0
1436,18,0,0,0,3,27,0,1,0,1,0,0,0.2489771312307257,4.0
1437,18,0,0,1,18,0,1,0,1,0,0,0,3.4184098665461984,1.0
1438,18,0,0,2,7,27,1,1,0,0,0,0,0.5829208864689581,4.0
1439,17,1,0,1,4,24,0,2,0,1,0,0,0.930028645913522,4.0
1440,17,1,1,1,8,4,0,2,1,0,1,0,2.679085718058188,2.0
1441,15,0,0,1,6,2,1,1,0,0,0,1,3.1062304249844512,1.0
1442,18,0,0,0,14,3,0,0,1,0,0,1,2.781287883700032,2.0
1443,15,0,0,2,19,0,0,3,0,1,1,1,4.0,0.0
1444,18,0,3,3,8,13,0,3,1,1,1,0,2.3327839636333105,3.0
1445,18,1,3,1,17,8,1,4,1,0,0,0,3.0677183698465544,1.0
1446,17,0,0,2,11,29,0,4,0,1,0,0,0.869123386308555,4.0
1447,17,0,2,2,3,23,0,4,0,1,0,1,1.5205038773800068,4.0
1448,16,0,0,2,13,3,0,3,1,1,1,1,3.2898231421759827,1.0
1449,17,0,0,2,10,17,1,3,1,0,0,0,2.1757392926719743,3.0
1450,16,0,2,2,13,13,0,1,0,0,0,0,1.8524286908169372,4.0
1451,16,0,3,2,17,24,0,3,1,1,0,1,1.4772887703973712,4.0
1452,16,0,3,0,8,3,0,0,0,0,0,0,2.878926862568036,2.0
1453,16,1,1,2,18,24,0,3,0,1,1,0,1.0580507720986625,4.0
1454,16,1,0,2,15,9,0,2,0,0,0,1,2.572890420104166,2.0
1455,15,1,2,0,9,2,0,3,1,0,1,0,3.5877355870777485,0.0
1456,17,1,0,1,12,22,0,0,1,1,0,1,1.30141801379926,4.0
1457,16,0,1,4,6,6,1,2,0,1,1,0,3.2094931359032093,1.0
1458,18,1,0,2,19,9,0,2,0,0,0,0,2.5372306390536963,2.0
1459,17,1,1,2,13,12,0,1,1,0,0,0,1.9893957592572007,4.0
1460,17,0,0,3,0,3,1,2,0,1,1,0,3.0042333028010937,1.0
1461,16,0,0,2,6,17,0,0,1,1,0,0,1.5135167558797396,4.0
1462,15,1,3,2,12,10,0,2,0,0,0,1,2.172740551700977,3.0
1463,16,1,0,2,1,24,1,2,0,0,0,1,0.6416491686246723,4.0
1464,15,0,1,3,0,3,0,3,0,1,0,0,2.7535902317989964,2.0
1465,18,1,0,2,9,23,0,2,1,0,1,0,1.0384883524708666,4.0
1466,17,0,0,2,6,13,0,2,1,1,0,0,2.255019102931137,3.0
1467,18,0,0,1,8,17,0,4,0,0,0,0,1.666702257521599,4.0
1468,15,0,0,4,5,7,0,2,0,0,0,0,2.499459429635027,3.0
1469,15,0,2,2,3,26,1,2,0,0,0,0,0.2782154592390721,4.0
1470,18,1,0,0,13,9,0,2,1,0,0,0,2.6375942281323583,2.0
1471,15,0,3,3,10,4,0,3,1,1,0,1,3.0571217282122816,1.0
1472,18,0,1,2,4,22,0,2,1,1,0,0,1.3619328272119078,4.0
1473,17,1,0,0,6,6,1,2,1,0,1,0,3.2389317177358112,1.0
1474,18,0,1,2,11,11,1,3,1,1,0,0,2.573034385056746,2.0
1475,17,1,1,2,1,24,0,0,0,0,0,0,0.0,4.0
1476,18,1,2,3,2,2,1,3,0,1,0,1,3.143909878121016,1.0
1477,15,1,0,1,1,25,1,2,1,0,0,0,1.04646340029671,4.0
1478,18,0,0,3,16,3,0,2,0,0,0,1,2.868574228220813,2.0
1479,15,1,2,2,15,9,0,3,0,0,0,0,2.6394472915746228,2.0
1480,18,1,3,0,15,3,0,1,0,0,0,0,2.669749932596335,2.0
1481,18,0,2,4,14,14,1,3,0,1,1,0,2.794885282534225,2.0
1482,16,1,0,2,13,28,1,4,0,0,0,1,1.1865697291923056,4.0
1483,15,1,2,1,9,9,0,2,0,0,0,0,2.520175258554297,2.0
1484,16,1,0,2,12,20,0,4,0,0,1,0,1.6010784880682591,4.0
1485,15,1,0,3,0,29,0,0,0,0,0,0,0.0,4.0
1486,16,1,0,1,12,21,1,3,0,0,1,0,1.5950547587554351,4.0
1487,17,0,1,1,15,15,1,2,1,0,0,0,2.222002853095735,3.0
1488,18,1,0,1,10,14,0,2,0,0,0,1,1.6150931484836668,4.0
1489,15,1,0,1,7,18,0,1,1,1,0,1,1.6759194307143808,4.0
1490,15,0,2,2,5,28,0,2,1,0,0,0,0.2143195035843396,4.0
1491,18,0,0,2,12,19,1,1,1,0,0,0,1.5567655569083212,4.0
1492,15,0,0,1,13,18,0,4,1,1,0,0,2.154199353389932,3.0
1493,15,1,0,1,17,17,0,3,0,1,0,0,2.0706693123979414,3.0
1494,16,0,3,1,6,25,1,1,0,1,0,0,0.5672371067999946,4.0
1495,15,1,1,3,15,11,0,1,1,0,0,0,2.162688107920216,3.0
1496,17,1,0,1,11,24,1,3,0,0,1,0,1.2912304259430896,4.0
1497,17,0,2,4,17,15,0,2,0,1,1,0,2.340156389104695,3.0
1498,18,0,2,2,10,0,0,1,0,0,0,0,2.923969740063049,2.0
1499,15,1,0,1,10,15,1,2,1,0,1,0,2.1901466017791726,3.0
1500,18,0,1,3,11,1,0,2,0,0,0,0,3.0742141920071315,1.0
1501,17,1,2,2,14,23,0,1,0,0,0,0,1.009430321848957,4.0
1502,15,0,1,2,19,14,0,3,1,1,0,0,2.118500601923897,3.0
1503,15,0,0,4,1,6,0,3,1,0,0,0,2.615347947639846,2.0
1504,18,0,2,0,1,27,0,0,0,1,1,0,0.4159305071778432,4.0
1505,17,1,1,0,18,0,1,4,1,0,0,0,3.9470929642201775,0.0
1506,15,0,0,2,10,4,1,2,0,1,0,0,3.0173532270832526,1.0
1507,18,1,0,1,12,9,1,1,1,0,0,0,2.813786291054958,2.0
1508,17,1,0,1,9,21,0,1,0,0,0,0,0.7696361214560695,4.0
1509,18,1,0,0,1,20,1,1,0,0,0,0,0.8922661351679123,4.0
1510,16,1,2,0,15,3,1,2,1,1,0,0,3.666290826527483,0.0
1511,15,0,0,2,14,13,0,1,0,1,0,0,1.4015482387657991,4.0
1512,16,1,0,1,6,12,0,2,0,0,0,1,1.4233383361752172,4.0
1513,17,1,1,2,6,0,0,1,1,0,0,1,3.149644743525513,1.0
1514,16,0,0,2,16,15,1,3,0,1,0,1,2.353731151756538,3.0
1515,16,1,3,2,1,22,0,3,1,1,0,0,1.1613543513353255,4.0
1516,17,0,0,0,17,8,1,2,0,0,0,0,2.6471959858736853,2.0
1517,18,1,0,2,5,21,0,3,0,1,1,0,1.2989979848488324,4.0
1518,16,0,0,0,11,15,1,4,1,0,0,0,2.6441973683601545,2.0
1519,18,1,0,2,18,18,0,3,0,0,0,0,1.737989618721448,4.0
1520,16,0,0,3,13,14,0,2,0,0,0,0,2.0187768989965207,3.0
1521,18,1,2,2,8,25,0,2,0,1,0,0,0.7177804975968944,4.0
1522,17,1,3,2,13,13,0,3,1,0,0,0,2.2675844008883907,3.0
1523,16,0,0,2,6,19,1,1,0,0,0,0,1.2714946229661936,4.0
1524,17,0,1,1,5,9,1,2,0,1,0,0,2.6216668933929705,2.0
1525,16,0,2,3,19,20,0,2,0,0,0,0,1.228528505250038,4.0
1526,17,0,2,3,15,11,0,3,0,1,0,1,2.4953123609841468,3.0
1527,17,1,0,1,12,27,0,3,0,1,0,0,0.7017618078332725,4.0
1528,16,1,0,2,7,0,0,2,1,1,1,0,3.8649768612963977,0.0
1529,16,0,0,3,0,20,0,1,1,0,1,0,0.684651926072042,4.0
1530,16,1,2,4,0,16,1,4,0,0,0,0,1.88585022368373,4.0
1531,15,0,2,2,11,8,1,0,0,1,0,0,2.3278327626806856,3.0
1532,18,0,0,2,15,22,0,0,1,0,1,0,0.8802328124843197,4.0
1533,15,1,0,1,10,18,0,2,0,0,1,0,1.4119815069059265,4.0
1534,15,1,3,4,16,24,0,3,0,1,1,1,1.6625318303754022,4.0
1535,17,1,2,1,0,17,0,3,1,0,0,0,1.3415984768250016,4.0
1536,16,1,3,2,7,27,0,4,1,1,0,0,0.6592029163279249,4.0
1537,18,1,2,1,4,6,0,1,0,0,1,0,2.153371206457846,3.0
1538,17,1,0,1,8,8,0,2,0,0,1,0,2.4431029199121954,3.0
1539,15,1,1,2,1,21,0,1,0,0,0,0,0.2700885546341743,4.0
1540,16,0,1,4,19,25,0,3,0,0,1,0,1.316724623344178,4.0
1541,17,0,0,0,4,20,0,2,1,0,0,0,0.8177142023856205,4.0
1542,16,0,1,2,18,11,0,0,0,1,0,0,2.056945969742978,3.0
1543,17,0,2,0,8,6,1,3,1,0,0,0,3.219333348074609,1.0
1544,16,0,0,1,19,13,1,2,0,0,0,0,2.2408700600381573,3.0
1545,15,1,2,2,11,14,1,2,0,1,0,0,1.9137997969013387,4.0
1546,18,0,1,2,18,14,0,3,0,0,1,0,2.240334376463302,3.0
1547,15,0,3,1,0,5,0,1,1,0,0,0,2.254547586191716,3.0
1548,18,0,0,1,14,20,0,1,1,1,1,0,1.8913004299388907,4.0
1549,16,0,0,0,18,13,0,1,0,0,1,0,2.2062263414776675,3.0
1550,17,0,1,1,2,1,1,2,0,1,0,0,3.335098154642011,1.0
1551,15,0,0,4,1,7,0,1,1,1,0,0,2.4119864614713284,3.0
1552,18,0,2,3,8,12,0,3,0,1,0,0,2.1609785190420574,3.0
1553,15,1,2,1,18,22,0,1,0,1,0,0,1.165394363121266,4.0
1554,18,1,0,2,10,5,0,4,0,0,0,0,2.58350063639477,2.0
1555,15,0,1,3,10,4,1,1,0,1,0,0,3.017063255946228,1.0
1556,18,1,1,0,2,4,0,1,1,1,0,1,2.5761746968185832,2.0
1557,18,1,0,3,0,24,0,1,0,0,0,0,0.2333498804715068,4.0
1558,16,1,3,3,16,0,0,3,1,0,0,0,3.646516388949796,0.0
1559,18,1,2,0,1,8,1,2,1,1,0,0,2.6054252316173008,2.0
1560,16,0,1,1,12,5,0,3,1,0,1,0,3.3669295153821057,1.0
1561,18,1,2,4,18,19,0,3,0,1,0,0,1.5837802579379994,4.0
1562,17,1,0,2,4,25,0,4,0,0,1,0,0.7763967059483814,4.0
1563,17,1,3,0,13,29,1,3,0,0,1,0,0.7834866400151184,4.0
1564,17,0,1,1,1,6,0,0,0,0,1,0,2.328311711261717,3.0
1565,18,0,2,2,12,8,0,3,1,0,0,0,2.718465435794503,2.0
1566,16,0,2,2,3,4,1,4,1,0,0,0,3.2448822032661777,1.0
1567,16,0,0,2,14,13,1,4,1,0,0,0,2.8656747490202017,2.0
1568,18,0,2,4,6,4,0,1,0,0,0,0,2.326326756466653,3.0
1569,17,0,0,1,9,7,1,3,0,1,1,0,3.303066678642581,1.0
1570,17,0,0,2,11,6,0,1,0,0,0,0,2.4892182377565297,3.0
1571,16,1,0,2,3,12,1,1,1,1,1,0,2.600264186907329,2.0
1572,17,1,3,2,14,12,0,3,0,0,0,0,2.119171492034809,3.0
1573,15,1,2,1,6,7,0,4,0,0,0,0,2.522694547891483,2.0
1574,16,0,2,4,13,10,1,2,0,0,0,0,2.475854110200245,3.0
1575,17,0,2,3,3,27,1,3,1,0,0,0,0.782809234051424,4.0
1576,16,0,1,2,13,25,0,0,1,0,0,0,0.7664048694920337,4.0
1577,15,0,3,2,2,17,1,0,1,0,0,0,1.2836220775478306,4.0
1578,16,0,0,1,8,24,0,2,1,0,0,0,0.6431459327503606,4.0
1579,16,1,0,2,4,18,1,2,0,0,0,0,1.6692302172984,4.0
1580,16,1,0,2,14,5,0,3,0,0,0,0,3.282070050593753,1.0
1581,16,0,2,2,5,21,0,2,0,1,0,0,0.7437140169647167,4.0
1582,15,0,2,4,17,1,0,2,0,0,0,1,3.3250668431789085,1.0
1583,18,0,0,2,17,27,0,2,1,1,0,1,1.184519764401664,4.0
1584,16,0,0,1,3,12,0,1,0,0,0,0,1.6165360987452144,4.0
1585,16,1,2,2,12,22,0,4,0,0,0,0,1.5830839708839028,4.0
1586,17,0,0,1,1,24,0,2,0,0,0,0,0.1842514890903642,4.0
1587,16,0,2,1,7,27,1,2,0,0,0,0,0.4721810422090253,4.0
1588,17,0,3,1,14,25,0,3,1,1,0,0,1.2993555178087297,4.0
1589,18,0,0,2,13,10,0,2,0,0,0,1,2.379628283206932,3.0
1590,15,1,0,2,12,0,0,3,0,0,0,0,3.5662831299671103,0.0
1591,15,0,2,2,5,23,0,1,0,0,0,0,0.2783475708696343,4.0
1592,18,0,2,2,7,1,0,1,0,0,0,0,2.4215468827715467,3.0
1593,15,1,1,2,2,29,0,4,0,1,0,1,0.6176804235913715,4.0
1594,18,1,3,1,14,16,0,3,0,0,0,0,1.804726657837384,4.0
1595,18,1,0,3,10,7,0,2,1,0,0,0,2.635208129638253,2.0
1596,18,0,1,1,14,1,0,3,0,0,0,1,3.436025388769573,1.0
1597,15,0,2,1,4,5,0,4,0,0,1,1,2.7373779261627598,2.0
1598,17,1,2,2,6,21,1,1,1,0,0,1,1.1466960797952552,4.0
1599,18,1,0,1,6,4,0,0,0,0,0,0,2.4052675257641485,3.0
1600,16,1,2,0,0,15,1,2,0,0,1,0,1.5252820489261911,4.0
1601,15,1,1,2,6,7,0,1,1,1,0,0,2.446157080635824,3.0
1602,18,1,0,2,16,18,1,1,1,0,1,0,1.9529530122549463,4.0
1603,18,1,0,2,17,15,0,3,1,0,0,0,2.293087191388992,3.0
1604,16,0,2,4,10,12,0,0,0,0,1,0,1.4716720294797634,4.0
1605,17,0,0,2,9,25,1,3,0,0,0,1,1.106713497753671,4.0
1606,17,0,0,3,0,19,0,2,0,1,0,1,1.2058569757056352,4.0
1607,17,1,0,1,17,6,0,2,0,0,0,0,2.5590703550177483,2.0
1608,18,1,2,2,0,15,0,3,1,1,1,0,2.4576510224957078,3.0
1609,18,1,1,3,18,22,1,2,0,0,0,0,1.2267412857712765,4.0
1610,18,1,2,2,9,15,0,1,0,0,0,1,1.5904330983565391,4.0
1611,15,1,0,2,6,28,0,1,1,0,0,0,0.3106695325979863,4.0
1612,16,1,1,1,18,11,1,3,1,0,0,0,2.7718106588704914,2.0
1613,18,0,1,0,0,13,0,1,1,0,0,0,1.5826829916643974,4.0
1614,16,0,2,2,11,23,1,0,1,0,0,1,1.1055870981431069,4.0
1615,16,1,3,1,10,17,0,4,0,0,0,0,2.3002961351673665,3.0
1616,17,0,0,3,4,26,1,4,1,1,0,0,0.9918836980476614,4.0
1617,15,1,1,1,8,27,0,2,0,1,1,1,0.1651106215518772,4.0
1618,18,0,0,4,13,17,0,0,0,0,0,0,0.9893299205987556,4.0
1619,17,1,1,4,14,15,0,3,1,0,1,0,2.230253521333785,3.0
1620,17,1,0,1,0,19,0,3,1,0,0,0,1.3835280778946648,4.0
1621,18,0,0,1,18,15,0,1,1,1,0,0,2.1314052629810774,3.0
1622,16,0,0,3,3,12,0,1,1,0,1,0,1.86827692299816,4.0
1623,17,1,1,4,4,25,0,3,1,0,1,0,1.2474819436382791,4.0
1624,16,1,0,2,5,28,0,4,0,0,0,0,0.2999075475985059,4.0
1625,15,0,2,1,0,8,0,3,1,0,0,1,2.7051956947945466,2.0
1626,16,0,0,2,2,25,0,1,1,1,1,0,0.8979380920800135,4.0
1627,15,1,0,2,19,27,0,2,1,1,0,0,1.3917317913625924,4.0
1628,16,0,2,1,6,8,0,3,0,0,0,0,2.150546165993222,3.0
1629,17,1,0,2,2,12,0,1,0,0,0,0,1.448741241526555,4.0
1630,17,1,0,0,2,28,0,1,1,0,1,0,0.0,4.0
1631,15,1,1,0,14,3,1,1,0,0,0,0,3.091715028356484,1.0
1632,18,1,0,1,17,8,0,2,0,0,0,0,2.576927695452172,2.0
1633,15,0,0,1,5,14,0,2,0,0,0,0,1.9558725265628367,4.0
1634,15,0,0,1,0,13,0,3,0,1,0,0,1.8787083443226635,4.0
1635,16,0,3,2,4,18,1,3,1,1,0,0,1.6304001316060543,4.0
1636,16,0,1,1,1,11,0,4,0,0,1,0,2.372748110360667,3.0
1637,15,0,1,1,2,20,1,3,1,0,0,0,1.279370611476852,4.0
1638,17,0,1,1,8,25,0,1,0,0,0,1,0.155004788411154,4.0
1639,16,0,0,4,4,24,1,2,0,1,1,1,1.2783470336697191,4.0
1640,18,1,0,2,10,5,0,2,0,1,0,0,2.6559935659147995,2.0
1641,16,0,2,2,5,2,0,0,1,0,1,0,2.6823160526270176,2.0
1642,16,0,0,2,18,25,0,4,0,1,0,0,1.6448199394832874,4.0
1643,18,1,0,4,18,24,1,0,1,1,0,0,1.3962784383778892,4.0
1644,15,0,0,1,11,21,1,2,1,0,0,0,1.6094867987939343,4.0
1645,18,0,0,2,7,19,0,2,1,0,1,0,1.187367524649196,4.0
1646,15,1,3,2,7,15,0,2,1,0,1,0,2.0197970227132727,3.0
1647,15,0,0,2,8,29,0,3,0,0,0,1,0.2416256282208843,4.0
1648,15,0,1,0,14,19,0,2,0,0,0,0,1.2477251942052905,4.0
1649,18,0,0,2,9,23,0,1,0,0,1,0,0.8526823634027514,4.0
1650,15,1,3,0,17,22,0,1,0,0,0,0,0.9657009889491656,4.0
1651,17,0,0,2,18,16,1,4,1,1,0,0,2.423800751639832,3.0
1652,18,0,0,2,6,15,0,1,1,0,0,0,1.7419681672894356,4.0
1653,17,1,2,1,11,5,0,1,0,0,1,0,2.8459257757426046,2.0
1654,15,0,2,3,1,7,0,2,0,0,0,0,2.039564398044963,3.0
1655,16,1,0,0,4,18,1,1,1,0,0,0,1.5420637396404375,4.0
1656,15,1,0,3,8,29,1,2,0,0,1,0,0.7307796023629439,4.0
1657,17,0,0,2,4,24,0,3,1,0,0,0,0.4999877783931601,4.0
1658,17,1,0,1,17,25,1,3,0,0,0,0,1.122889381075435,4.0
1659,18,1,0,1,3,1,1,3,0,1,0,0,2.9594927281039074,2.0
1660,16,0,0,4,9,13,0,1,1,1,1,0,2.300205239575968,3.0
1661,18,1,0,0,12,21,0,2,0,1,0,0,1.35272076359225,4.0
1662,17,1,0,1,13,11,1,0,1,0,0,0,2.13406203808262,3.0
1663,15,0,1,1,7,16,0,0,1,0,0,1,1.2997943203369946,4.0
1664,16,0,3,2,17,27,0,2,1,0,0,0,0.7478339441237737,4.0
1665,15,0,1,2,11,26,0,1,1,1,1,0,0.5329232037789974,4.0
1666,15,1,0,1,8,14,0,3,0,0,0,0,2.0737697903171566,3.0
1667,16,0,0,1,1,17,1,3,1,1,0,0,1.9913793639901416,4.0
1668,18,1,3,1,9,15,0,3,1,0,0,1,1.8999595995373024,4.0
1669,15,1,0,1,16,12,0,3,1,1,0,0,2.6148839418291825,2.0
1670,17,1,0,2,12,20,1,0,1,1,1,0,1.8102707442887624,4.0
1671,15,1,1,2,16,16,0,2,1,0,0,0,1.581931480635446,4.0
1672,16,1,1,1,9,7,0,1,0,1,0,0,2.271332803302088,3.0
1673,16,1,1,1,2,0,1,2,1,0,0,0,3.363670491095614,1.0
1674,16,1,0,1,0,28,0,1,1,1,0,0,0.4812984804652508,4.0
1675,18,0,0,4,6,24,0,0,1,1,0,0,0.1999273794512188,4.0
1676,15,0,3,4,13,25,0,2,0,1,1,1,1.2680087507224682,4.0
1677,18,1,0,3,15,26,0,3,1,0,0,0,0.8825524540001173,4.0
1678,18,1,1,1,5,2,1,3,0,0,0,0,3.120136639384952,1.0
1679,16,0,2,0,9,15,0,2,0,1,0,1,1.8041546917762192,4.0
1680,16,1,1,1,8,27,0,2,1,1,1,0,0.6817036435058786,4.0
1681,18,0,0,1,8,1,0,2,1,0,0,1,2.898261817162794,2.0
1682,15,0,0,2,4,14,0,3,0,0,0,1,1.7303180027913696,4.0
1683,17,0,1,2,2,0,1,0,1,0,1,0,3.560791672128213,0.0
1684,18,1,2,3,3,8,1,3,0,1,0,0,2.528774574406828,2.0
1685,15,1,3,3,1,15,1,2,0,1,0,0,1.5923878582033109,4.0
1686,16,0,0,1,3,3,0,1,0,0,1,1,2.3741309720150148,3.0
1687,16,0,0,2,0,11,1,0,1,0,0,0,1.8104094800411437,4.0
1688,15,0,3,1,12,0,0,1,0,0,0,0,2.829826431301572,2.0
1689,17,0,2,0,6,0,1,2,0,0,0,1,3.0476020888188065,1.0
1690,16,0,2,2,19,6,1,3,1,1,0,0,3.625921730346796,0.0
1691,16,1,0,0,3,17,0,2,0,0,0,1,0.9273215453238872,4.0
1692,16,0,1,2,6,22,0,2,1,0,0,0,1.331958948764275,4.0
1693,15,1,2,1,7,27,0,4,1,1,0,1,0.7795517215186132,4.0
1694,18,0,1,2,0,22,0,1,1,0,0,0,0.8813584466312141,4.0
1695,16,1,0,2,16,14,1,1,0,0,0,0,2.398121085937693,3.0
1696,18,1,0,1,0,25,0,2,0,1,0,0,0.7588142687845363,4.0
1697,17,1,1,3,18,29,0,3,1,0,0,0,1.0288655959633797,4.0
1698,16,1,0,1,17,24,0,3,0,1,0,0,1.4444766951837589,4.0
1699,16,1,0,2,10,12,1,2,0,0,0,0,2.214067459161345,3.0
1700,17,1,3,2,10,15,0,4,0,1,1,0,2.5119180875322624,2.0
